comname,year,1,2,3,4,5,6,7,8,9,10,>10
black sea bass,1994,0.0669090909090909,0.17511111111111113,0.2639642857142857,0.3257857142857143,0.7218333333333333,1.3265,NA,NA,2.0300000000000002,NA,NA
black sea bass,1995,0.04753333333333334,0.2044,0.39121428571428574,0.9973333333333334,NA,NA,NA,NA,0.9550000000000001,NA,NA
black sea bass,1996,0.07841666666666668,0.18030000000000002,0.345875,0.5962222222222222,0.735,0.9126666666666667,NA,NA,NA,NA,NA
black sea bass,1998,0.107,0.16914285714285715,0.3791333333333334,0.4857,NA,1.122,NA,1.238,NA,NA,NA
black sea bass,1999,0.07832142857142857,0.18372222222222223,0.3738214285714286,0.5327692307692308,0.6965,1.294,NA,NA,NA,NA,NA
black sea bass,2000,NA,0.21050000000000002,0.3255555555555556,0.63675,0.8225,NA,NA,NA,NA,NA,NA
black sea bass,2001,0.06889473684210526,0.13979104477611942,0.3767037037037037,0.7888571428571429,1.1560000000000001,NA,NA,NA,NA,NA,NA
black sea bass,2002,0.07389130434782609,0.19858333333333333,0.39825,0.8595,1.1235,1.492,1.4365,NA,1.242,NA,NA
black sea bass,2003,0.016714285714285716,0.1433684210526316,0.3573953488372093,0.563918918918919,0.8348421052631579,0.8740000000000001,1.9760000000000002,NA,NA,NA,NA
black sea bass,2004,0.0699,0.16395652173913045,0.30145,0.6075454545454546,0.7946206896551724,1.7021428571428572,NA,0.9510000000000001,NA,NA,NA
black sea bass,2005,0.01175,0.15031818181818182,0.31120000000000003,0.45496969696969697,0.8928,1.2916875,NA,NA,NA,NA,NA
black sea bass,2006,0.0545,0.1780909090909091,0.37025,0.6611428571428571,0.8553333333333334,1.0384,2.664,NA,NA,NA,NA
black sea bass,2007,0.06371428571428572,0.1693529411764706,0.3164545454545455,0.6058,0.29300000000000004,0.7716666666666667,0.999,NA,NA,NA,NA
black sea bass,2008,0.03889473684210527,0.15407142857142858,0.37515384615384617,0.665,0.999,NA,1.6780000000000002,NA,NA,NA,NA
black sea bass,2009,0.04823893805309735,0.16424038461538462,0.38706666666666667,0.5615,0.56625,1.07,0.8350000000000001,NA,NA,NA,NA
black sea bass,2010,0.02522058823529412,0.13347368421052633,0.31922093023255815,0.5772765957446808,0.9368928571428572,1.1833333333333333,1.3900000000000001,1.0607142857142857,1.4000000000000001,NA,NA
black sea bass,2011,0.06293548387096774,0.17582222222222224,0.3123409090909091,0.4916410256410257,0.6861333333333334,1.021,1.5450000000000002,NA,NA,1.7750000000000001,NA
black sea bass,2012,0.045331210191082806,0.194,0.40188235294117647,0.5635909090909091,0.796875,0.9883333333333333,0.9650000000000001,NA,2.585,NA,3.475
black sea bass,2013,0.02184090909090909,0.13800502512562815,0.40893220338983055,0.5613333333333334,0.9182,1.0523,0.885,1.665,NA,NA,NA
black sea bass,2014,0.06480645161290323,0.1578135593220339,0.38999065420560747,0.6901111111111111,0.8877692307692309,1.543125,1.487142857142857,1.73,2.05,NA,NA
black sea bass,2015,0.04541463414634146,0.1591935483870968,0.319952380952381,0.5871969696969697,0.9525714285714285,1.1280000000000001,1.476,1.675,1.47,NA,NA
black sea bass,2016,0.048844827586206896,0.18501562500000002,0.3791875,0.5731764705882353,0.8726274509803922,0.9991666666666668,1.474,1.8470000000000002,1.925,NA,NA
black sea bass,2017,0.011551724137931036,0.11989430894308943,0.31117647058823533,0.53125,0.749,0.9942857142857143,1.5500000000000003,1.4737500000000001,NA,1.96,NA
black sea bass,2018,0.05391666666666667,0.12966666666666668,0.2823253012048193,0.4089677419354839,0.658,0.981875,0.9702000000000001,NA,1.8175,NA,NA
black sea bass,2019,0.04997260273972603,0.1606764705882353,0.2706027397260274,0.43673529411764705,0.532,NA,1.02625,1.0992857142857144,NA,NA,NA
butterfish,1992,0.06349635036496351,0.0870952380952381,0.154,0.17300000000000001,NA,NA,NA,NA,NA,NA,NA
butterfish,1993,0.05809677419354839,0.0881923076923077,0.12703703703703703,NA,NA,NA,NA,NA,NA,NA,NA
butterfish,1994,0.053227074235807866,0.08572727272727274,0.11375,0.14525,NA,NA,NA,NA,NA,NA,NA
butterfish,1995,0.04745811518324607,0.07716042780748664,0.12775,NA,NA,NA,NA,NA,NA,NA,NA
butterfish,1996,0.04811111111111111,0.08474166666666667,0.10668571428571429,0.1225,NA,NA,NA,NA,NA,NA,NA
